Year,Senator,State,Party,Age
1915,James Vardaman,Mississippi,Democratic,54
1915,Nathan Goff Jr.,West Virginia,Republican,72
1915,J. Hamilton Lewis,Illinois,Democratic,52
1915,Lawrence Y. Sherman,Illinois,Republican,57
1915,Charles S. Thomas,Colorado,Democratic,66
1915,LeBaron B. Colt,Rhode Island,Republican,69
1915,John K. Shields,Tennessee,Democratic,57
1915,Thomas Sterling,South Dakota,Republican,64
1915,Joseph E. Ransdell,Louisiana,Democratic,57
1915,Thomas J. Walsh,Montana,Democratic,56
1915,George William Norris,Nebraska,Republican,54
1915,Joseph Taylor Robinson,Arkansas,Democratic,43
1915,Key Pittman,Nevada,Democratic,43
1915,Morris Sheppard,Texas,Democratic,40
1915,Francis S. White,Alabama,Democratic,68
1915,Johnson N. Camden Jr.,Kentucky,Democratic,50
1915,Blair Lee I,Maryland,Democratic,58
1915,Thomas W. Hardwick,Georgia,Democratic,43
1915,Paul O. Husting,Wisconsin,Democratic,49
1915,Robert F. Broussard,Louisiana,Democratic,51
1915,J. C. W. Beckham,Kentucky,Democratic,46
1915,Warren G. Harding,Ohio,Republican,50
1915,Edwin S. Johnson,South Dakota,Democratic,58
1915,James D. Phelan,California,Democratic,54
1915,Miles Poindexter,Washington,Republican,47
1915,James W. Wadsworth Jr.,New York,Republican,38
1915,Oscar Underwood,Alabama,Democratic,53
1916,Jacob H. Gallinger,New Hampshire,Republican,79
1916,Henry Cabot Lodge,Massachusetts,Republican,66
1916,Clarence D. Clark,Wyoming,Republican,65
1916,Benjamin Tillman,South Carolina,Democratic,69
1916,Thomas S. Martin,Virginia,Democratic,69
1916,Knute Nelson,Minnesota,Republican,73
1916,Boies Penrose,Pennsylvania,Republican,56
1916,Charles Allen Culberson,Texas,Democratic,61
1916,Porter J. McCumber,North Dakota,Republican,58
1916,William P. Dillingham,Vermont,Republican,73
1916,Moses E. Clapp,Minnesota,Republican,65
1916,Furnifold M. Simmons,North Carolina,Democratic,62
1916,James P. Clarke,Arkansas,Democratic,62
1916,Francis G. Newlands,Nevada,Democratic,70
1916,William J. Stone,Missouri,Democratic,68
1916,Lee Slater Overman,North Carolina,Democratic,62
1916,Reed Smoot,Utah,Republican,54
1916,George Sutherland,Utah,Republican,54
1916,Frank B. Brandegee,Connecticut,Republican,52
1916,Robert M. La Follette,Wisconsin,Republican,61
1916,Frederick W. Mulkey,Oregon,Republican,42
1916,William Alden Smith,Michigan,Republican,57
1916,John H. Bankhead,Alabama,Democratic,74
1916,Thomas Gore,Oklahoma,Democratic,46
1916,Robert L. Owen,Oklahoma,Democratic,60
1916,William E. Borah,Idaho,Republican,51
1916,John Walter Smith,Maryland,Democratic,71
1916,Carroll S. Page,Vermont,Republican,73
1916,Albert B. Cummins,Iowa,Republican,66
1916,Benjamin F. Shively,Indiana,Democratic,59
1916,George T. Oliver,Pennsylvania,Republican,68
1916,George E. Chamberlain,Oregon,Democratic,62
1916,Wesley L. Jones,Washington,Republican,53
1916,Duncan U. Fletcher,Florida,Democratic,57
1916,Ellison D. Smith,South Carolina,Democratic,52
1916,Claude A. Swanson,Virginia,Democratic,54
1916,Charles F. Johnson,Maine,Democratic,57
1916,John D. Works,California,Republican,69
1916,James Aloysius O'Gorman,New York,Democratic,56
1916,John W. Kern,Indiana,Democratic,67
1916,William E. Chilton,West Virginia,Democratic,58
1916,Luke Lea,Tennessee,Democratic,37
1916,Nathan P. Bryan,Florida,Democratic,44
1916,Henry F. Lippitt,Rhode Island,Republican,60
1916,James Edgar Martine,New Jersey,Democratic,66
1916,M. Hoke Smith,Georgia,Democratic,61
1916,Asle Gronna,North Dakota,Republican,58
1916,William S. Kenyon,Iowa,Republican,47
1916,John Sharp Williams,Mississippi,Democratic,62
1916,Henry L. Myers,Montana,Democratic,54
1916,Charles E. Townsend,Michigan,Republican,60
1916,Gilbert Hitchcock,Nebraska,Democratic,57
1916,Atlee Pomerene,Ohio,Democratic,53
1916,James A. Reed,Missouri,Democratic,55
1916,George P. McLean,Connecticut,Republican,59
1916,Thomas B. Catron,New Mexico,Republican,76
1916,Marcus A. Smith,Arizona,Democratic,65
1916,Albert B. Fall,New Mexico,Republican,55
1916,Henry F. Ashurst,Arizona,Democratic,42
1916,Edwin C. Burleigh,Maine,Republican,73
1916,Harry Lane,Oregon,Democratic,61
1916,Ollie M. James,Kentucky,Democratic,45
1916,William Hughes,New Jersey,Democratic,44
1916,James H. Brady,Idaho,Republican,54
1916,John F. Shafroth,Colorado,Democratic,62
1916,John W. Weeks,Massachusetts,Republican,56
1916,Henry F. Hollis,New Hampshire,Democratic,47
1916,William Howard Thompson,Kansas,Democratic,45
1916,Willard Saulsbury Jr.,Delaware,Democratic,55
1916,James Vardaman,Mississippi,Democratic,55
1916,Nathan Goff Jr.,West Virginia,Republican,73
1916,J. Hamilton Lewis,Illinois,Democratic,53
1916,Lawrence Y. Sherman,Illinois,Republican,58
1916,Charles S. Thomas,Colorado,Democratic,67
1916,LeBaron B. Colt,Rhode Island,Republican,70
1916,John K. Shields,Tennessee,Democratic,58
1916,Thomas Sterling,South Dakota,Republican,65
1916,Joseph E. Ransdell,Louisiana,Democratic,58
1916,Thomas J. Walsh,Montana,Democratic,57
1916,George William Norris,Nebraska,Republican,55
1916,Joseph Taylor Robinson,Arkansas,Democratic,44
1916,Key Pittman,Nevada,Democratic,44
1916,Morris Sheppard,Texas,Democratic,41
1916,Blair Lee I,Maryland,Democratic,59
1916,Thomas W. Hardwick,Georgia,Democratic,44
1916,Paul O. Husting,Wisconsin,Democratic,50
1916,Robert F. Broussard,Louisiana,Democratic,52
1916,J. C. W. Beckham,Kentucky,Democratic,47
1916,Warren G. Harding,Ohio,Republican,51
1916,Edwin S. Johnson,South Dakota,Democratic,59
1916,James D. Phelan,California,Democratic,55
1916,Miles Poindexter,Washington,Republican,48
1916,James W. Wadsworth Jr.,New York,Republican,39
1916,Oscar Underwood,Alabama,Democratic,54
1916,Thomas Taggart,Indiana,Democratic,60
1916,William F. Kirby,Arkansas,Democratic,49
1916,Bert M. Fernald,Maine,Republican,58
1916,James Eli Watson,Indiana,Republican,52
1917,Jacob H. Gallinger,New Hampshire,Republican,80
1917,Henry Cabot Lodge,Massachusetts,Republican,67
1917,Clarence D. Clark,Wyoming,Republican,66
1917,Benjamin Tillman,South Carolina,Democratic,70
1917,Thomas S. Martin,Virginia,Democratic,70
1917,Knute Nelson,Minnesota,Republican,74
1917,Boies Penrose,Pennsylvania,Republican,57
1917,Charles Allen Culberson,Texas,Democratic,62
1917,Porter J. McCumber,North Dakota,Republican,59
1917,William P. Dillingham,Vermont,Republican,74
1917,Moses E. Clapp,Minnesota,Republican,66
1917,Furnifold M. Simmons,North Carolina,Democratic,63
1917,Francis G. Newlands,Nevada,Democratic,71
1917,William J. Stone,Missouri,Democratic,69
1917,Lee Slater Overman,North Carolina,Democratic,63
1917,Reed Smoot,Utah,Republican,55
1917,George Sutherland,Utah,Republican,55
1917,Frank B. Brandegee,Connecticut,Republican,53
1917,Robert M. La Follette,Wisconsin,Republican,62
1917,Frederick W. Mulkey,Oregon,Republican,43
1917,William Alden Smith,Michigan,Republican,58
1917,John H. Bankhead,Alabama,Democratic,75
1917,Thomas Gore,Oklahoma,Democratic,47
1917,Robert L. Owen,Oklahoma,Democratic,61
1917,William E. Borah,Idaho,Republican,52
1917,John Walter Smith,Maryland,Democratic,72
1917,Carroll S. Page,Vermont,Republican,74
1917,Albert B. Cummins,Iowa,Republican,67
1917,George T. Oliver,Pennsylvania,Republican,69
1917,George E. Chamberlain,Oregon,Democratic,63
1917,Wesley L. Jones,Washington,Republican,54
1917,Duncan U. Fletcher,Florida,Democratic,58
1917,Ellison D. Smith,South Carolina,Democratic,53
1917,Claude A. Swanson,Virginia,Democratic,55
1917,Charles F. Johnson,Maine,Democratic,58
1917,John D. Works,California,Republican,70
1917,James Aloysius O'Gorman,New York,Democratic,57
1917,John W. Kern,Indiana,Democratic,68
1917,William E. Chilton,West Virginia,Democratic,59
1917,Luke Lea,Tennessee,Democratic,38
1917,Nathan P. Bryan,Florida,Democratic,45
1917,Henry F. Lippitt,Rhode Island,Republican,61
1917,James Edgar Martine,New Jersey,Democratic,67
1917,M. Hoke Smith,Georgia,Democratic,62
1917,Asle Gronna,North Dakota,Republican,59
1917,William S. Kenyon,Iowa,Republican,48
1917,John Sharp Williams,Mississippi,Democratic,63
1917,Henry L. Myers,Montana,Democratic,55
1917,Charles E. Townsend,Michigan,Republican,61
1917,Gilbert Hitchcock,Nebraska,Democratic,58
1917,Atlee Pomerene,Ohio,Democratic,54
1917,James A. Reed,Missouri,Democratic,56
1917,George P. McLean,Connecticut,Republican,60
1917,Thomas B. Catron,New Mexico,Republican,77
1917,Marcus A. Smith,Arizona,Democratic,66
1917,Albert B. Fall,New Mexico,Republican,56
1917,Henry F. Ashurst,Arizona,Democratic,43
1917,Harry Lane,Oregon,Democratic,62
1917,Ollie M. James,Kentucky,Democratic,46
1917,William Hughes,New Jersey,Democratic,45
1917,James H. Brady,Idaho,Republican,55
1917,John F. Shafroth,Colorado,Democratic,63
1917,John W. Weeks,Massachusetts,Republican,57
1917,Henry F. Hollis,New Hampshire,Democratic,48
1917,William Howard Thompson,Kansas,Democratic,46
1917,Willard Saulsbury Jr.,Delaware,Democratic,56
1917,James Vardaman,Mississippi,Democratic,56
1917,Nathan Goff Jr.,West Virginia,Republican,74
1917,J. Hamilton Lewis,Illinois,Democratic,54
1917,Lawrence Y. Sherman,Illinois,Republican,59
1917,Charles S. Thomas,Colorado,Democratic,68
1917,LeBaron B. Colt,Rhode Island,Republican,71
1917,John K. Shields,Tennessee,Democratic,59
1917,Thomas Sterling,South Dakota,Republican,66
1917,Joseph E. Ransdell,Louisiana,Democratic,59
1917,Thomas J. Walsh,Montana,Democratic,58
1917,George William Norris,Nebraska,Republican,56
1917,Joseph Taylor Robinson,Arkansas,Democratic,45
1917,Key Pittman,Nevada,Democratic,45
1917,Morris Sheppard,Texas,Democratic,42
1917,Blair Lee I,Maryland,Democratic,60
1917,Thomas W. Hardwick,Georgia,Democratic,45
1917,Paul O. Husting,Wisconsin,Democratic,51
1917,Robert F. Broussard,Louisiana,Democratic,53
1917,J. C. W. Beckham,Kentucky,Democratic,48
1917,Warren G. Harding,Ohio,Republican,52
1917,Edwin S. Johnson,South Dakota,Democratic,60
1917,James D. Phelan,California,Democratic,56
1917,Miles Poindexter,Washington,Republican,49
1917,James W. Wadsworth Jr.,New York,Republican,40
1917,Oscar Underwood,Alabama,Democratic,55
1917,William F. Kirby,Arkansas,Democratic,50
1917,Bert M. Fernald,Maine,Republican,59
1917,James Eli Watson,Indiana,Republican,53
1917,Charles L. McNary,Oregon,Republican,43
1917,Josiah O. Wolcott,Delaware,Democratic,40
1917,Joseph S. Frelinghuysen,New Jersey,Republican,48
1917,Joseph I. France,Maryland,Republican,44
1917,William M. Calder,New York,Republican,48
1917,Frank B. Kellogg,Minnesota,Republican,61
1917,Harry S. New,Indiana,Republican,59
1917,Howard Sutherland,West Virginia,Republican,52
1917,Andrieus A. Jones,New Mexico,Democratic,55
1917,Peter G. Gerry,Rhode Island,Democratic,38
1917,John B. Kendrick,Wyoming,Democratic,60
1917,Park Trammell,Florida,Democratic,41
1917,William H. King,Utah,Democratic,54
1917,Frederick Hale,Maine,Republican,43
1917,Hiram Johnson,California,Republican,51
1917,Kenneth D. McKellar,Tennessee,Democratic,48
1918,Jacob H. Gallinger,New Hampshire,Republican,81
1918,Henry Cabot Lodge,Massachusetts,Republican,68
1918,Benjamin Tillman,South Carolina,Democratic,71
1918,Thomas S. Martin,Virginia,Democratic,71
1918,Knute Nelson,Minnesota,Republican,75
1918,Boies Penrose,Pennsylvania,Republican,58
1918,Charles Allen Culberson,Texas,Democratic,63
1918,Porter J. McCumber,North Dakota,Republican,60
1918,William P. Dillingham,Vermont,Republican,75
1918,Furnifold M. Simmons,North Carolina,Democratic,64
1918,William J. Stone,Missouri,Democratic,70
1918,Lee Slater Overman,North Carolina,Democratic,64
1918,Reed Smoot,Utah,Republican,56
1918,Frank B. Brandegee,Connecticut,Republican,54
1918,Robert M. La Follette,Wisconsin,Republican,63
1918,Frederick W. Mulkey,Oregon,Republican,44
1918,William Alden Smith,Michigan,Republican,59
1918,John H. Bankhead,Alabama,Democratic,76
1918,Thomas Gore,Oklahoma,Democratic,48
1918,Robert L. Owen,Oklahoma,Democratic,62
1918,William E. Borah,Idaho,Republican,53
1918,John Walter Smith,Maryland,Democratic,73
1918,Carroll S. Page,Vermont,Republican,75
1918,Albert B. Cummins,Iowa,Republican,68
1918,George E. Chamberlain,Oregon,Democratic,64
1918,Wesley L. Jones,Washington,Republican,55
1918,Duncan U. Fletcher,Florida,Democratic,59
1918,Ellison D. Smith,South Carolina,Democratic,54
1918,Claude A. Swanson,Virginia,Democratic,56
1918,M. Hoke Smith,Georgia,Democratic,63
1918,Asle Gronna,North Dakota,Republican,60
1918,William S. Kenyon,Iowa,Republican,49
1918,John Sharp Williams,Mississippi,Democratic,64
1918,Henry L. Myers,Montana,Democratic,56
1918,Charles E. Townsend,Michigan,Republican,62
1918,Gilbert Hitchcock,Nebraska,Democratic,59
1918,Atlee Pomerene,Ohio,Democratic,55
1918,James A. Reed,Missouri,Democratic,57
1918,George P. McLean,Connecticut,Republican,61
1918,Marcus A. Smith,Arizona,Democratic,67
1918,Albert B. Fall,New Mexico,Republican,57
1918,Henry F. Ashurst,Arizona,Democratic,44
1918,Ollie M. James,Kentucky,Democratic,47
1918,William Hughes,New Jersey,Democratic,46
1918,James H. Brady,Idaho,Republican,56
1918,John F. Shafroth,Colorado,Democratic,64
1918,John W. Weeks,Massachusetts,Republican,58
1918,Henry F. Hollis,New Hampshire,Democratic,49
1918,William Howard Thompson,Kansas,Democratic,47
1918,Willard Saulsbury Jr.,Delaware,Democratic,57
1918,James Vardaman,Mississippi,Democratic,57
1918,Nathan Goff Jr.,West Virginia,Republican,75
1918,J. Hamilton Lewis,Illinois,Democratic,55
1918,Lawrence Y. Sherman,Illinois,Republican,60
1918,Charles S. Thomas,Colorado,Democratic,69
1918,LeBaron B. Colt,Rhode Island,Republican,72
1918,John K. Shields,Tennessee,Democratic,60
1918,Thomas Sterling,South Dakota,Republican,67
1918,Joseph E. Ransdell,Louisiana,Democratic,60
1918,Thomas J. Walsh,Montana,Democratic,59
1918,George William Norris,Nebraska,Republican,57
1918,Joseph Taylor Robinson,Arkansas,Democratic,46
1918,Key Pittman,Nevada,Democratic,46
1918,Morris Sheppard,Texas,Democratic,43
1918,Thomas W. Hardwick,Georgia,Democratic,46
1918,Robert F. Broussard,Louisiana,Democratic,54
1918,J. C. W. Beckham,Kentucky,Democratic,49
1918,Warren G. Harding,Ohio,Republican,53
1918,Edwin S. Johnson,South Dakota,Democratic,61
1918,James D. Phelan,California,Democratic,57
1918,Miles Poindexter,Washington,Republican,50
1918,James W. Wadsworth Jr.,New York,Republican,41
1918,Oscar Underwood,Alabama,Democratic,56
1918,William F. Kirby,Arkansas,Democratic,51
1918,Bert M. Fernald,Maine,Republican,60
1918,James Eli Watson,Indiana,Republican,54
1918,Charles L. McNary,Oregon,Republican,44
1918,Josiah O. Wolcott,Delaware,Democratic,41
1918,Joseph S. Frelinghuysen,New Jersey,Republican,49
1918,Joseph I. France,Maryland,Republican,45
1918,William M. Calder,New York,Republican,49
1918,Frank B. Kellogg,Minnesota,Republican,62
1918,Harry S. New,Indiana,Republican,60
1918,Howard Sutherland,West Virginia,Republican,53
1918,Andrieus A. Jones,New Mexico,Democratic,56
1918,Peter G. Gerry,Rhode Island,Democratic,39
1918,John B. Kendrick,Wyoming,Democratic,61
1918,Park Trammell,Florida,Democratic,42
1918,William H. King,Utah,Democratic,55
1918,Frederick Hale,Maine,Republican,44
1918,Hiram Johnson,California,Republican,52
1918,Kenneth D. McKellar,Tennessee,Democratic,49
1918,Walter Guion,Louisiana,Democratic,69
1918,Irving W. Drew,New Hampshire,Republican,73
1918,Christie Benet,South Carolina,Democratic,39
1918,Xenophon P. Wilfley,Missouri,Democratic,47
1918,William P. Pollock,South Carolina,Democratic,48
1918,David Baird,New Jersey,Republican,79
1918,George B. Martin,Kentucky,Democratic,42
1918,Charles B. Henderson,Nevada,Democratic,45
1918,John F. Nugent,Idaho,Democratic,50
1918,Edward James Gay,Louisiana,Democratic,40
1918,Selden P. Spencer,Missouri,Republican,56
1918,Irvine Lenroot,Wisconsin,Republican,49
1918,George H. Moses,New Hampshire,Republican,49
1919,Henry Cabot Lodge,Massachusetts,Republican,69
1919,Thomas S. Martin,Virginia,Democratic,72
1919,Knute Nelson,Minnesota,Republican,76
1919,Boies Penrose,Pennsylvania,Republican,59
1919,Charles Allen Culberson,Texas,Democratic,64
1919,Porter J. McCumber,North Dakota,Republican,61
1919,William P. Dillingham,Vermont,Republican,76
1919,Furnifold M. Simmons,North Carolina,Democratic,65
1919,Lee Slater Overman,North Carolina,Democratic,65
1919,Reed Smoot,Utah,Republican,57
1919,Frank B. Brandegee,Connecticut,Republican,55
1919,Robert M. La Follette,Wisconsin,Republican,64
1919,William Alden Smith,Michigan,Republican,60
1919,John H. Bankhead,Alabama,Democratic,77
1919,Thomas Gore,Oklahoma,Democratic,49
1919,Robert L. Owen,Oklahoma,Democratic,63
1919,William E. Borah,Idaho,Republican,54
1919,John Walter Smith,Maryland,Democratic,74
1919,Carroll S. Page,Vermont,Republican,76
1919,Albert B. Cummins,Iowa,Republican,69
1919,George E. Chamberlain,Oregon,Democratic,65
1919,Wesley L. Jones,Washington,Republican,56
1919,Duncan U. Fletcher,Florida,Democratic,60
1919,Ellison D. Smith,South Carolina,Democratic,55
1919,Claude A. Swanson,Virginia,Democratic,57
1919,M. Hoke Smith,Georgia,Democratic,64
1919,Asle Gronna,North Dakota,Republican,61
1919,William S. Kenyon,Iowa,Republican,50
1919,John Sharp Williams,Mississippi,Democratic,65
1919,Henry L. Myers,Montana,Democratic,57
1919,Charles E. Townsend,Michigan,Republican,63
1919,Gilbert Hitchcock,Nebraska,Democratic,60
1919,Atlee Pomerene,Ohio,Democratic,56
1919,James A. Reed,Missouri,Democratic,58
1919,George P. McLean,Connecticut,Republican,62
1919,Marcus A. Smith,Arizona,Democratic,68
1919,Albert B. Fall,New Mexico,Republican,58
1919,Henry F. Ashurst,Arizona,Democratic,45
1919,John F. Shafroth,Colorado,Democratic,65
1919,John W. Weeks,Massachusetts,Republican,59
1919,Henry F. Hollis,New Hampshire,Democratic,50
1919,William Howard Thompson,Kansas,Democratic,48
1919,Willard Saulsbury Jr.,Delaware,Democratic,58
1919,James Vardaman,Mississippi,Democratic,58
1919,Nathan Goff Jr.,West Virginia,Republican,76
1919,J. Hamilton Lewis,Illinois,Democratic,56
1919,Lawrence Y. Sherman,Illinois,Republican,61
1919,Charles S. Thomas,Colorado,Democratic,70
1919,LeBaron B. Colt,Rhode Island,Republican,73
